counts1,counts2,count3,fold1,fold2,fold3
9.3,4.0,10.8,2.3,0.9,0.4
58.6,39.2,56.7,1.5,1.0,0.7
0.0,0.0,0.0,1.0,1.0,1.0
90.3,48.0,81.0,1.9,1.1,0.6
287.5,229.0,229.6,1.3,1.3,1.0
48.4,14.4,47.3,3.4,1.0,0.3
1063.5,540.5,953.6,2.0,1.1,0.6
37.2,132.9,74.3,0.3,0.5,1.8
10.2,15.2,9.5,0.7,1.1,1.6
10.2,31.2,12.2,0.3,0.8,2.6
1.9,7.2,1.4,0.3,1.4,5.3
6.5,33.6,8.1,0.2,0.8,4.1
71.6,47.2,85.1,1.5,0.8,0.6
12.1,19.2,0.0,0.6,98.3,156.2
14.9,0.0,12.2,121.0,1.2,0.0
15.8,33.6,18.9,0.5,0.8,1.8
54.0,80.1,68.9,0.7,0.8,1.2
19.5,27.2,95.9,0.7,0.2,0.3
65.1,69.7,41.9,0.9,1.6,1.7
10.2,0.0,10.8,83.2,0.9,0.0
25.1,28.0,20.3,0.9,1.2,1.4
7.4,19.2,9.5,0.4,0.8,2.0
88.4,193.8,98.6,0.5,0.9,2.0
5.6,0.0,8.1,45.4,0.7,0.0
157.2,68.9,164.8,2.3,1.0,0.4
12.1,14.4,13.5,0.8,0.9,1.1
11.2,18.4,8.1,0.6,1.4,2.3
565.7,201.0,416.0,2.8,1.4,0.5
26.1,12.8,36.5,2.0,0.7,0.4
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
97.7,21.6,79.7,4.5,1.2,0.3
31.6,24.8,23.0,1.3,1.4,1.1
4.7,44.8,10.8,0.1,0.4,4.1
308.0,141.7,189.1,2.2,1.6,0.7
18.6,41.6,35.1,0.4,0.5,1.2
29.8,19.2,24.3,1.5,1.2,0.8
5.6,8.0,9.5,0.7,0.6,0.8
12.1,15.2,10.8,0.8,1.1,1.4
0.0,0.0,0.0,1.0,1.0,1.0
27.0,28.8,24.3,0.9,1.1,1.2
15.8,0.0,10.8,128.6,1.5,0.0
300.5,292.3,341.7,1.0,0.9,0.9
43.7,150.5,54.0,0.3,0.8,2.8
144.2,55.2,122.9,2.6,1.2,0.4
553.6,474.8,691.6,1.2,0.8,0.7
57.7,74.5,54.0,0.8,1.1,1.4
8.4,2.4,10.8,3.5,0.8,0.2
11.2,2.4,8.1,4.6,1.4,0.3
31.6,16.0,32.4,2.0,1.0,0.5
24.2,11.2,28.4,2.2,0.9,0.4
26.1,12.0,21.6,2.2,1.2,0.6
5.6,36.0,6.8,0.2,0.8,5.3
16.7,32.0,20.3,0.5,0.8,1.6
57.7,96.9,40.5,0.6,1.4,2.4
362.9,189.0,544.3,1.9,0.7,0.3
88.4,69.7,117.5,1.3,0.8,0.6
515.5,761.5,593.0,0.7,0.9,1.3
113.5,46.4,133.7,2.4,0.8,0.3
593.6,759.9,464.6,0.8,1.3,1.6
76.3,182.6,104.0,0.4,0.7,1.8
699.7,617.3,950.9,1.1,0.7,0.6
20.5,12.8,10.8,1.6,1.9,1.2
14.0,0.0,13.5,113.5,1.0,0.0
5.6,9.6,5.4,0.6,1.0,1.8
36.3,56.9,97.3,0.6,0.4,0.6
50.2,26.4,47.3,1.9,1.1,0.6
122.8,407.6,129.7,0.3,0.9,3.1
13.0,14.4,13.5,0.9,1.0,1.1
34.4,225.0,66.2,0.2,0.5,3.4
233.5,209.8,222.9,1.1,1.0,0.9
378.7,746.3,413.3,0.5,0.9,1.8
203.8,562.9,87.8,0.4,2.3,6.4
699.7,1101.0,1271.0,0.6,0.6,0.9
121.9,116.9,139.1,1.0,0.9,0.8
32.6,15.2,16.2,2.1,2.0,0.9
186.1,74.5,208.0,2.5,0.9,0.4
50.2,21.6,52.7,2.3,1.0,0.4
16.7,8.0,24.3,2.1,0.7,0.3
35.4,28.8,32.4,1.2,1.1,0.9
816.0,686.2,534.9,1.2,1.5,1.3
67.0,81.7,79.7,0.8,0.8,1.0
38.1,48.0,45.9,0.8,0.8,1.0
40.9,4.8,41.9,8.5,1.0,0.1
15.8,49.6,16.2,0.3,1.0,3.1
7.4,8.0,4.1,0.9,1.8,2.0
80.0,161.7,56.7,0.5,1.4,2.9
24.2,17.6,25.7,1.4,0.9,0.7
60.5,47.2,56.7,1.3,1.1,0.8
21.4,35.2,32.4,0.6,0.7,1.1
24.2,60.9,40.5,0.4,0.6,1.5
27.0,29.6,23.0,0.9,1.2,1.3
20.5,11.2,20.3,1.8,1.0,0.6
82.8,77.7,116.2,1.1,0.7,0.7
35.4,22.4,45.9,1.6,0.8,0.5
94.9,217.8,149.9,0.4,0.6,1.5
143.3,199.4,94.6,0.7,1.5,2.1
57.7,49.6,72.9,1.2,0.8,0.7
3.7,5.6,6.8,0.7,0.6,0.8
254.0,744.7,305.3,0.3,0.8,2.4
270.8,111.3,75.6,2.4,3.6,1.5
66.1,20.0,52.7,3.3,1.3,0.4
18.6,25.6,8.1,0.7,2.3,3.2
9.3,20.0,8.1,0.5,1.1,2.5
30.7,61.7,39.2,0.5,0.8,1.6
72.6,90.5,72.9,0.8,1.0,1.2
114.4,76.1,131.0,1.5,0.9,0.6
13.0,12.0,13.5,1.1,1.0,0.9
53.0,15.2,29.7,3.5,1.8,0.5
24.2,20.8,24.3,1.2,1.0,0.9
52.1,29.6,54.0,1.8,1.0,0.5
6.5,2.4,5.4,2.7,1.2,0.4
30.7,33.6,33.8,0.9,0.9,1.0
3.7,2.4,2.7,1.5,1.4,0.9
4.7,2.4,5.4,1.9,0.9,0.4
42.8,37.6,36.5,1.1,1.2,1.0
17.7,8.8,60.8,2.0,0.3,0.1
10.2,18.4,4.1,0.6,2.5,4.5
6.5,2.4,5.4,2.7,1.2,0.4
10.2,20.0,9.5,0.5,1.1,2.1
24.2,20.8,17.6,1.2,1.4,1.2
14.0,8.0,25.7,1.7,0.5,0.3
27.0,15.2,20.3,1.8,1.3,0.8
14.0,24.8,14.9,0.6,0.9,1.7
34.4,12.8,17.6,2.7,2.0,0.7
15.8,12.8,10.8,1.2,1.5,1.2
22.3,25.6,24.3,0.9,0.9,1.1
40.0,17.6,17.6,2.3,2.3,1.0
13.0,7.2,20.3,1.8,0.6,0.4
27.0,28.8,33.8,0.9,0.8,0.9
350.8,237.8,328.2,1.5,1.1,0.7
24.2,25.6,47.3,0.9,0.5,0.5
14.9,5.6,13.5,2.7,1.1,0.4
20.5,15.2,23.0,1.3,0.9,0.7
12.1,12.0,9.5,1.0,1.3,1.3
17.7,18.4,16.2,1.0,1.1,1.1
1.9,0.0,1.4,15.1,1.4,0.1
11.2,15.2,13.5,0.7,0.8,1.1
3.7,1.6,4.1,2.3,0.9,0.4
390.8,329.1,483.6,1.2,0.8,0.7
7.4,4.8,5.4,1.5,1.4,0.9
21.4,10.4,23.0,2.1,0.9,0.5
54.9,45.6,50.0,1.2,1.1,0.9
11.2,16.8,13.5,0.7,0.8,1.2
8.4,16.8,6.8,0.5,1.2,2.5
205.6,56.9,82.4,3.6,2.5,0.7
16.7,44.0,6.8,0.4,2.5,6.5
13.0,38.4,13.5,0.3,1.0,2.8
14.9,19.2,12.2,0.8,1.2,1.6
91.2,112.1,64.8,0.8,1.4,1.7
18.6,32.8,16.2,0.6,1.1,2.0
141.4,140.1,135.1,1.0,1.0,1.0
31.6,20.0,24.3,1.6,1.3,0.8
47.5,48.0,21.6,1.0,2.2,2.2
35.4,16.8,29.7,2.1,1.2,0.6
33.5,70.5,35.1,0.5,1.0,2.0
100.5,15.2,29.7,6.6,3.4,0.5
73.5,76.1,114.8,1.0,0.6,0.7
84.7,88.1,79.7,1.0,1.1,1.1
26.1,13.6,31.1,1.9,0.8,0.4
14.0,4.8,14.9,2.9,0.9,0.3
19.5,29.6,14.9,0.7,1.3,2.0
4.7,4.8,4.1,1.0,1.1,1.2
14.9,0.0,17.6,121.0,0.8,0.0
12.1,4.8,13.5,2.5,0.9,0.4
27.9,11.2,18.9,2.5,1.5,0.6
320.1,160.9,225.6,2.0,1.4,0.7
6.5,0.0,5.4,53.0,1.2,0.0
17.7,2.4,13.5,7.4,1.3,0.2
8.4,11.2,13.5,0.7,0.6,0.8
26.1,15.2,83.7,1.7,0.3,0.2
25.1,17.6,78.3,1.4,0.3,0.2
53.0,85.7,50.0,0.6,1.1,1.7
19.5,38.4,29.7,0.5,0.7,1.3
27.9,28.0,27.0,1.0,1.0,1.0
285.7,63.3,47.3,4.5,6.0,1.3
151.7,108.1,82.4,1.4,1.8,1.3
195.4,74.5,72.9,2.6,2.7,1.0
93.0,54.4,91.8,1.7,1.0,0.6
6.5,7.2,9.5,0.9,0.7,0.8
95.8,900.8,136.4,0.1,0.7,6.6
27.9,50.4,104.0,0.6,0.3,0.5
33.5,25.6,27.0,1.3,1.2,0.9
30.7,28.8,25.7,1.1,1.2,1.1
22.3,6.4,18.9,3.5,1.2,0.3
23.3,22.4,17.6,1.0,1.3,1.3
20.5,27.2,23.0,0.8,0.9,1.2
33.5,23.2,31.1,1.4,1.1,0.7
32.6,12.0,23.0,2.7,1.4,0.5
17.7,24.8,18.9,0.7,0.9,1.3
25.1,30.4,31.1,0.8,0.8,1.0
70.7,446.0,187.7,0.2,0.4,2.4
41.9,53.6,40.5,0.8,1.0,1.3
274.5,384.3,283.7,0.7,1.0,1.4
6.5,12.8,13.5,0.5,0.5,0.9
39.1,48.0,37.8,0.8,1.0,1.3
16.7,16.8,12.2,1.0,1.4,1.4
120.0,200.2,128.3,0.6,0.9,1.6
24.2,24.0,20.3,1.0,1.2,1.2
21.4,52.8,14.9,0.4,1.4,3.6
78.2,251.4,402.5,0.3,0.2,0.6
21.4,22.4,16.2,1.0,1.3,1.4
62.3,54.4,58.1,1.1,1.1,0.9
155.4,424.4,286.4,0.4,0.5,1.5
211.2,327.5,312.0,0.6,0.7,1.0
8.4,5.6,55.4,1.5,0.2,0.1
6.5,0.0,43.2,53.0,0.2,0.0
8.4,5.6,56.7,1.5,0.1,0.1
1.9,0.0,2.7,15.1,0.7,0.0
20.5,8.8,13.5,2.3,1.5,0.7
9.3,16.0,14.9,0.6,0.6,1.1
51.2,49.6,52.7,1.0,1.0,0.9
37.2,36.0,47.3,1.0,0.8,0.8
10.2,40.0,8.1,0.3,1.3,4.9
13.0,25.6,16.2,0.5,0.8,1.6
75.4,87.3,64.8,0.9,1.2,1.3
47.5,49.6,43.2,1.0,1.1,1.1
27.0,20.8,28.4,1.3,1.0,0.7
27.0,23.2,35.1,1.2,0.8,0.7
33.5,36.8,47.3,0.9,0.7,0.8
133.1,189.0,217.5,0.7,0.6,0.9
14.9,64.1,28.4,0.2,0.5,2.3
2.8,0.0,1.4,22.7,2.1,0.1
58.6,96.1,82.4,0.6,0.7,1.2
94.9,67.3,176.9,1.4,0.5,0.4
336.8,168.1,432.2,2.0,0.8,0.4
250.3,113.7,368.7,2.2,0.7,0.3
181.4,96.1,305.3,1.9,0.6,0.3
134.0,192.2,445.7,0.7,0.3,0.4
45.6,111.3,50.0,0.4,0.9,2.2
10.2,51.2,16.2,0.2,0.6,3.2
75.4,52.0,55.4,1.4,1.4,0.9
5.6,4.8,5.4,1.2,1.0,0.9
62.3,39.2,78.3,1.6,0.8,0.5
27.0,32.8,25.7,0.8,1.1,1.3
18.6,0.0,16.2,151.3,1.1,0.0
11.2,39.2,10.8,0.3,1.0,3.6
14.9,24.8,14.9,0.6,1.0,1.7
11.2,9.6,6.8,1.2,1.7,1.4
10.2,14.4,6.8,0.7,1.5,2.1
50.2,24.0,64.8,2.1,0.8,0.4
3.7,0.0,4.1,30.3,0.9,0.0
347.1,325.9,237.7,1.1,1.5,1.4
36.3,44.8,33.8,0.8,1.1,1.3
1.9,18.4,1.4,0.1,1.4,13.6
5.6,4.8,6.8,1.2,0.8,0.7
9.3,11.2,8.1,0.8,1.1,1.4
15.8,4.8,13.5,3.3,1.2,0.4
25.1,42.4,29.7,0.6,0.8,1.4
19.5,30.4,23.0,0.6,0.9,1.3
12.1,12.0,12.2,1.0,1.0,1.0
108.9,112.1,86.4,1.0,1.3,1.3
11.2,8.8,10.8,1.3,1.0,0.8
58.6,71.3,79.7,0.8,0.7,0.9
8.4,12.8,12.2,0.7,0.7,1.1
33.5,37.6,35.1,0.9,1.0,1.1
168.4,313.1,301.2,0.5,0.6,1.0
30.7,20.0,47.3,1.5,0.6,0.4
58.6,74.5,71.6,0.8,0.8,1.0
232.6,554.9,771.3,0.4,0.3,0.7
219.6,131.3,324.2,1.7,0.7,0.4
115.4,103.3,224.2,1.1,0.5,0.5
153.5,134.5,197.2,1.1,0.8,0.7
230.8,176.2,267.4,1.3,0.9,0.7
44.7,72.9,43.2,0.6,1.0,1.7
791.8,96.9,279.6,8.2,2.8,0.3
857.0,104.1,263.4,8.2,3.3,0.4
689.5,851.9,240.4,0.8,2.9,3.5
560.1,835.9,210.7,0.7,2.7,4.0
536.9,963.2,306.6,0.6,1.8,3.1
431.7,688.6,226.9,0.6,1.9,3.0
693.2,427.6,244.5,1.6,2.8,1.7
11.2,11.2,17.6,1.0,0.6,0.6
83.7,204.2,105.4,0.4,0.8,1.9
54.0,83.3,50.0,0.6,1.1,1.7
75.4,132.1,85.1,0.6,0.9,1.6
85.6,88.9,90.5,1.0,0.9,1.0
41.9,24.8,32.4,1.7,1.3,0.8
18.6,22.4,17.6,0.8,1.1,1.3
21.4,8.8,17.6,2.4,1.2,0.5
107.9,295.5,44.6,0.4,2.4,6.6
27.9,69.7,52.7,0.4,0.5,1.3
27.9,63.3,32.4,0.4,0.9,2.0
53.0,72.1,52.7,0.7,1.0,1.4
33.5,139.3,54.0,0.2,0.6,2.6
0.9,0.0,1.4,7.6,0.7,0.1
13.0,25.6,12.2,0.5,1.1,2.1
117.2,85.7,113.5,1.4,1.0,0.8
63.3,38.4,51.3,1.6,1.2,0.7
188.9,74.5,205.3,2.5,0.9,0.4
69.8,27.2,68.9,2.6,1.0,0.4
14.9,0.0,31.1,121.0,0.5,0.0
582.5,739.1,576.8,0.8,1.0,1.3
256.8,453.2,286.4,0.6,0.9,1.6
8.4,35.2,5.4,0.2,1.5,6.5
78.2,47.2,81.0,1.7,1.0,0.6
25.1,47.2,20.3,0.5,1.2,2.3
17.7,28.8,18.9,0.6,0.9,1.5
27.9,32.8,24.3,0.9,1.1,1.4
30.7,28.8,25.7,1.1,1.2,1.1
103.3,198.6,159.4,0.5,0.6,1.2
107.0,218.6,136.4,0.5,0.8,1.6
32.6,76.1,43.2,0.4,0.8,1.8
115.4,201.8,129.7,0.6,0.9,1.6
488.5,254.6,509.2,1.9,1.0,0.5
179.6,262.6,113.5,0.7,1.6,2.3
101.4,113.7,83.7,0.9,1.2,1.4
134.0,118.5,128.3,1.1,1.0,0.9
122.8,100.9,124.3,1.2,1.0,0.8
160.0,155.3,167.5,1.0,1.0,0.9
241.9,309.9,225.6,0.8,1.1,1.4
52.1,56.9,51.3,0.9,1.0,1.1
80.0,75.3,83.7,1.1,1.0,0.9
87.5,95.3,90.5,0.9,1.0,1.1
54.9,68.9,74.3,0.8,0.7,0.9
233.5,321.9,263.4,0.7,0.9,1.2
1560.4,2238.0,2165.2,0.7,0.7,1.0
732.3,438.0,845.5,1.7,0.9,0.5
47.5,46.4,43.2,1.0,1.1,1.1
114.4,97.7,113.5,1.2,1.0,0.9
199.1,186.6,210.7,1.1,0.9,0.9
156.3,530.1,313.4,0.3,0.5,1.7
59.5,63.3,47.3,0.9,1.3,1.3
91.2,80.1,72.9,1.1,1.3,1.1
32.6,44.0,35.1,0.7,0.9,1.3
134.0,30.4,124.3,4.4,1.1,0.2
39.1,35.2,35.1,1.1,1.1,1.0
25.1,31.2,27.0,0.8,0.9,1.2
14.9,41.6,13.5,0.4,1.1,3.1
18.6,4.0,35.1,4.6,0.5,0.1
100.5,128.1,93.2,0.8,1.1,1.4
42.8,39.2,18.9,1.1,2.3,2.1
244.7,102.5,166.1,2.4,1.5,0.6
108.9,118.5,113.5,0.9,1.0,1.0
3.7,0.0,2.7,30.3,1.4,0.0
101.4,234.6,128.3,0.4,0.8,1.8
6.5,28.0,4.1,0.2,1.6,6.9
40.0,96.9,51.3,0.4,0.8,1.9
260.5,352.3,397.1,0.7,0.7,0.9
346.1,511.7,520.0,0.7,0.7,1.0
1.9,8.0,1.4,0.2,1.4,5.9
26.1,44.8,48.6,0.6,0.5,0.9
50.2,92.9,63.5,0.5,0.8,1.5
7.4,4.0,10.8,1.9,0.7,0.4
57.7,53.6,70.2,1.1,0.8,0.8
80.0,20.0,43.2,4.0,1.9,0.5
9.3,31.2,10.8,0.3,0.9,2.9
14.0,28.0,17.6,0.5,0.8,1.6
8.4,16.8,20.3,0.5,0.4,0.8
16.7,32.8,31.1,0.5,0.5,1.1
20.5,12.0,17.6,1.7,1.2,0.7
137.7,164.1,233.7,0.8,0.6,0.7
205.6,200.2,247.2,1.0,0.8,0.8
312.6,454.0,317.4,0.7,1.0,1.4
511.8,396.3,468.7,1.3,1.1,0.8
297.7,193.0,290.4,1.5,1.0,0.7
177.7,140.9,163.4,1.3,1.1,0.9
305.2,253.0,286.4,1.2,1.1,0.9
192.6,64.9,181.0,3.0,1.1,0.4
194.5,120.9,191.8,1.6,1.0,0.6
473.6,313.1,501.1,1.5,0.9,0.6
168.4,146.5,144.5,1.1,1.2,1.0
19.5,32.8,27.0,0.6,0.7,1.2
5.6,19.2,6.8,0.3,0.8,2.8
108.9,91.3,89.1,1.2,1.2,1.0
123.8,68.9,93.2,1.8,1.3,0.7
7.4,4.8,17.6,1.5,0.4,0.3
32.6,31.2,33.8,1.0,1.0,0.9
7.4,24.8,28.4,0.3,0.3,0.9
7.4,3.2,17.6,2.3,0.4,0.2
1.9,1.6,4.1,1.2,0.5,0.4
27.0,14.4,54.0,1.9,0.5,0.3
35.4,59.3,52.7,0.6,0.7,1.1
69.8,144.1,68.9,0.5,1.0,2.1
14.9,14.4,37.8,1.0,0.4,0.4
21.4,18.4,39.2,1.2,0.5,0.5
19.5,15.2,27.0,1.3,0.7,0.6
35.4,66.5,54.0,0.5,0.7,1.2
1.9,0.0,1.4,15.1,1.4,0.1
12.1,22.4,45.9,0.5,0.3,0.5
115.4,51.2,48.6,2.3,2.4,1.1
63.3,47.2,186.4,1.3,0.3,0.3
37.2,58.5,55.4,0.6,0.7,1.1
72.6,144.1,182.3,0.5,0.4,0.8
36.3,25.6,32.4,1.4,1.1,0.8
15.8,4.0,40.5,4.0,0.4,0.1
10.2,6.4,48.6,1.6,0.2,0.1
6.5,1.6,6.8,4.1,1.0,0.2
23.3,29.6,41.9,0.8,0.6,0.7
94.0,69.7,75.6,1.3,1.2,0.9
6.5,5.6,8.1,1.2,0.8,0.7
1.9,8.0,2.7,0.2,0.7,3.0
15.8,12.0,29.7,1.3,0.5,0.4
117.2,88.1,64.8,1.3,1.8,1.4
37.2,33.6,59.4,1.1,0.6,0.6
21.4,18.4,20.3,1.2,1.1,0.9
7.4,2.4,5.4,3.1,1.4,0.4
3.7,0.0,1.4,30.3,2.8,0.1
10.2,6.4,5.4,1.6,1.9,1.2
6.5,7.2,6.8,0.9,1.0,1.1
46.5,16.8,63.5,2.8,0.7,0.3
236.3,100.9,228.3,2.3,1.0,0.4
96.8,56.9,43.2,1.7,2.2,1.3
17.7,45.6,27.0,0.4,0.7,1.7
64.2,52.0,51.3,1.2,1.3,1.0
76.3,28.0,40.5,2.7,1.9,0.7
80.0,71.3,87.8,1.1,0.9,0.8
6.5,32.8,6.8,0.2,1.0,4.9
64.2,104.1,86.4,0.6,0.7,1.2
61.4,56.0,85.1,1.1,0.7,0.7
42.8,37.6,36.5,1.1,1.2,1.0
18.6,27.2,21.6,0.7,0.9,1.3
18.6,39.2,31.1,0.5,0.6,1.3
7.4,34.4,6.8,0.2,1.1,5.1
29.8,29.6,33.8,1.0,0.9,0.9
35.4,46.4,33.8,0.8,1.0,1.4
81.0,108.9,86.4,0.7,0.9,1.3
205.6,490.8,220.2,0.4,0.9,2.2
56.8,64.9,59.4,0.9,1.0,1.1
153.5,241.8,137.8,0.6,1.1,1.8
118.2,124.9,112.1,0.9,1.1,1.1
38.1,47.2,27.0,0.8,1.4,1.7
108.9,99.3,68.9,1.1,1.6,1.4
110.7,94.5,71.6,1.2,1.5,1.3
40.0,72.1,39.2,0.6,1.0,1.8
114.4,40.8,89.1,2.8,1.3,0.5
85.6,44.0,78.3,1.9,1.1,0.6
20.5,46.4,21.6,0.4,0.9,2.1
29.8,44.8,24.3,0.7,1.2,1.8
20.5,76.9,25.7,0.3,0.8,3.0
11.2,8.8,8.1,1.3,1.4,1.1
85.6,4.0,16.2,21.4,5.3,0.2
160.0,68.1,67.5,2.4,2.4,1.0
214.0,78.5,104.0,2.7,2.1,0.8
120.0,56.0,63.5,2.1,1.9,0.9
23.3,8.0,13.5,2.9,1.7,0.6
17.7,10.4,10.8,1.7,1.6,1.0
24.2,56.0,47.3,0.4,0.5,1.2
11.2,10.4,8.1,1.1,1.4,1.3
71.6,97.7,62.1,0.7,1.2,1.6
57.7,64.1,54.0,0.9,1.1,1.2
123.8,122.5,151.3,1.0,0.8,0.8
30.7,32.0,44.6,1.0,0.7,0.7
39.1,64.9,36.5,0.6,1.1,1.8
20.5,42.4,17.6,0.5,1.2,2.4
207.5,380.3,297.2,0.5,0.7,1.3
1100.7,1129.8,787.5,1.0,1.4,1.4
2241.5,1508.5,1362.9,1.5,1.6,1.1
2210.8,1245.1,1488.5,1.8,1.5,0.8
974.2,610.1,613.2,1.6,1.6,1.0
409.4,256.2,280.9,1.6,1.5,0.9
542.5,80.9,318.8,6.7,1.7,0.3
466.2,579.7,571.4,0.8,0.8,1.0
8.4,4.8,13.5,1.7,0.6,0.4
9.3,7.2,10.8,1.3,0.9,0.7
77.2,156.1,83.7,0.5,0.9,1.9
42.8,58.5,45.9,0.7,0.9,1.3
40.9,30.4,37.8,1.3,1.1,0.8
33.5,71.3,40.5,0.5,0.8,1.8
53.0,38.4,62.1,1.4,0.9,0.6
28.8,65.7,29.7,0.4,1.0,2.2
35.4,143.3,70.2,0.2,0.5,2.0
180.5,132.1,167.5,1.4,1.1,0.8
32.6,12.0,86.4,2.7,0.4,0.1
12.1,19.2,14.9,0.6,0.8,1.3
482.9,159.3,140.5,3.0,3.4,1.1
13.0,19.2,14.9,0.7,0.9,1.3
8.4,38.4,16.2,0.2,0.5,2.4
51.2,47.2,66.2,1.1,0.8,0.7
22.3,27.2,20.3,0.8,1.1,1.3
127.5,121.7,104.0,1.0,1.2,1.2
52.1,92.9,70.2,0.6,0.7,1.3
49.3,77.7,39.2,0.6,1.3,2.0
62.3,78.5,64.8,0.8,1.0,1.2
65.1,38.4,54.0,1.7,1.2,0.7
59.5,20.0,59.4,3.0,1.0,0.3
10.2,20.8,9.5,0.5,1.1,2.2
97.7,115.3,74.3,0.8,1.3,1.6
54.0,36.8,39.2,1.5,1.4,0.9
27.9,46.4,18.9,0.6,1.5,2.5
104.2,50.4,78.3,2.1,1.3,0.6
81.0,76.1,62.1,1.1,1.3,1.2
10.2,6.4,9.5,1.6,1.1,0.7
39.1,99.3,39.2,0.4,1.0,2.5
30.7,28.0,32.4,1.1,0.9,0.9
27.9,27.2,23.0,1.0,1.2,1.2
95.8,84.9,63.5,1.1,1.5,1.3
89.3,59.3,55.4,1.5,1.6,1.1
55.8,55.2,62.1,1.0,0.9,0.9
57.7,80.1,50.0,0.7,1.2,1.6
20.5,50.4,21.6,0.4,0.9,2.3
36.3,41.6,44.6,0.9,0.8,0.9
1.9,0.0,1.4,15.1,1.4,0.1
7.4,3.2,4.1,2.3,1.8,0.8
21.4,6.4,17.6,3.3,1.2,0.4
292.2,12.0,148.6,24.3,2.0,0.1
206.6,12.8,104.0,16.1,2.0,0.1
310.8,15.2,164.8,20.4,1.9,0.1
307.1,7.2,163.4,42.6,1.9,0.0
492.2,32.8,243.1,15.0,2.0,0.1
352.6,16.0,187.7,22.0,1.9,0.1
32.6,28.0,41.9,1.2,0.8,0.7
81.0,19.2,55.4,4.2,1.5,0.3
84.7,0.0,44.6,688.4,1.9,0.0
158.2,46.4,128.3,3.4,1.2,0.4
60.5,134.5,60.8,0.4,1.0,2.2
49.3,16.8,55.4,2.9,0.9,0.3
69.8,43.2,71.6,1.6,1.0,0.6
128.4,80.9,140.5,1.6,0.9,0.6
102.4,81.7,108.1,1.3,0.9,0.8
96.8,38.4,83.7,2.5,1.2,0.5
250.3,120.9,268.8,2.1,0.9,0.4
40.0,12.0,36.5,3.3,1.1,0.3
32.6,30.4,39.2,1.1,0.8,0.8
909.1,3956.3,7138.5,0.2,0.1,0.6
21301.1,13115.5,21745.2,1.6,1.0,0.6
982.6,2188.3,724.0,0.4,1.4,3.0
16.7,17.6,17.6,1.0,1.0,1.0
34.4,40.8,29.7,0.8,1.2,1.4
68.9,67.3,54.0,1.0,1.3,1.2
67.9,108.1,56.7,0.6,1.2,1.9
51.2,48.0,50.0,1.1,1.0,1.0
81.0,132.1,83.7,0.6,1.0,1.6
43.7,140.9,51.3,0.3,0.9,2.7
84.7,52.0,16.2,1.6,5.2,3.2
28.8,23.2,33.8,1.2,0.9,0.7
131.2,74.5,114.8,1.8,1.1,0.6
107.0,128.1,125.6,0.8,0.9,1.0
38.1,67.3,45.9,0.6,0.8,1.5
54.9,246.6,60.8,0.2,0.9,4.1
76.3,36.0,23.0,2.1,3.3,1.6
55.8,15.2,121.6,3.7,0.5,0.1
281.9,315.5,243.1,0.9,1.2,1.3
640.2,754.3,593.0,0.8,1.1,1.3
5.6,0.0,6.8,45.4,0.8,0.0
353.6,502.8,349.8,0.7,1.0,1.4
58.6,47.2,75.6,1.2,0.8,0.6
77.2,53.6,329.6,1.4,0.2,0.2
58.6,54.4,124.3,1.1,0.5,0.4
241.0,159.3,370.1,1.5,0.7,0.4
39.1,36.0,35.1,1.1,1.1,1.0
30.7,27.2,28.4,1.1,1.1,1.0
14.9,13.6,12.2,1.1,1.2,1.1
19.5,0.0,13.5,158.9,1.4,0.0
22.3,20.8,17.6,1.1,1.3,1.2
38.1,39.2,37.8,1.0,1.0,1.0
3.7,7.2,4.1,0.5,0.9,1.8
4.7,1.6,6.8,2.9,0.7,0.2
38.1,47.2,36.5,0.8,1.0,1.3
38.1,16.0,50.0,2.4,0.8,0.3
0.9,0.0,1.4,7.6,0.7,0.1
81.0,27.2,68.9,3.0,1.2,0.4
95.8,74.5,86.4,1.3,1.1,0.9
29.8,35.2,41.9,0.8,0.7,0.8
26.1,23.2,25.7,1.1,1.0,0.9
17.7,17.6,18.9,1.0,0.9,0.9
11.2,12.8,17.6,0.9,0.6,0.7
14.0,10.4,37.8,1.3,0.4,0.3
12.1,13.6,13.5,0.9,0.9,1.0
29.8,80.1,47.3,0.4,0.6,1.7
82.8,43.2,163.4,1.9,0.5,0.3
62.3,20.0,101.3,3.1,0.6,0.2
102.4,25.6,122.9,4.0,0.8,0.2
75.4,68.1,155.3,1.1,0.5,0.4
59.5,40.0,112.1,1.5,0.5,0.4
36.3,4.8,33.8,7.6,1.1,0.1
605.7,582.1,980.6,1.0,0.6,0.6
141.4,104.1,166.1,1.4,0.9,0.6
63.3,62.5,94.6,1.0,0.7,0.7
61.4,56.0,50.0,1.1,1.2,1.1
1415.2,1632.6,1265.6,0.9,1.1,1.3
41.9,57.7,68.9,0.7,0.6,0.8
95.8,110.5,101.3,0.9,0.9,1.1
80.0,61.7,91.8,1.3,0.9,0.7
143.3,92.9,198.6,1.5,0.7,0.5
122.8,157.7,149.9,0.8,0.8,1.1
1.9,0.0,1.4,15.1,1.4,0.1
0.9,16.0,0.0,0.1,7.6,130.2
0.9,1.6,0.0,0.6,7.6,13.0
144.2,178.6,264.7,0.8,0.5,0.7
